item,source_id,class,country,analyser,timestamp,menu,title,count
9015,16610,9015031,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,A sign cannot have different states.,0
9015,16610,9015032,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,railway=flat_crossing is deprecated,0
9015,16610,9015033,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,railway:signal:stop:description is deprecated and has been replaced by railway:signal:stop:caption,0
9015,16610,9015034,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,"railway:signal:stop:description is deprecated, replace by appropiate railway:signal:stop:caption value",0
9015,16610,9015035,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,main and combined signal at the same place,0
9015,16610,9015036,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,"signals should be tagged with ref, not railway:ref",0
9015,16610,9015037,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,signals should have a railway:signal:direction=* tag,0
9015,16610,9015038,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,signal names should be prefixed with an operator or country prefix,0
9015,16610,9015039,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,"{{0.value}} identification should be tagged as ref, not as name",0
9015,16610,9015040,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,"Tagging for resetting switch is deprecated, change railway:switch=* to proper value",0
9015,16610,9015041,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,controlled_area relations are deprecated,0
9015,16610,9015042,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,interlocking relation without type=railway,0
9015,16610,9015043,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,interlocking relation with type other than railway,0
9015,16610,9015044,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,{{0.key}}={{0.value}} without name,0
9015,16610,9015045,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,openrailwaymap,"track numbers inside a station should be railway:track_ref, not ref",0
9019,16610,9019001,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,specific France,validation rules highway milestone,0
9019,16610,9019002,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,specific France,validation rules nat_ref in France,0
9019,16610,9019003,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,specific France,missing tag,0
9019,16610,9019005,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,specific France,validation rules Fantoir in France,0
9100,16610,91001,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,power transformer,Power Transformers should always be on a node,0
9100,16610,91002,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,power transformer,On Power Transformers use voltage:primary=* and voltage:secondary=* in place of voltage,0
9011,16610,9011011,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,"wikipedia language seems to be duplicated, e.g. en:en:Foo",0
1,28768,1,papua_new_guinea,Osmosis_Building_3nodes,2023-01-31 03:23:09+00:00,split building,Merge building (triangle),0
1040,16617,1,papua_new_guinea,Osmosis_Polygon,2023-01-31 03:23:09+00:00,invalid polygon,Invalid polygon,0
1050,16610,1050,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,reverse roundabout,Reverse roundabout,0
1060,16629,1,papua_new_guinea,Osmosis_Boundary_Intersect,2023-01-31 03:23:09+00:00,boundary intersect,Boundary intersection,0
1070,16618,3,papua_new_guinea,Osmosis_Highway_VS_Building,2023-01-31 03:23:09+00:00,objects overlap,Tree and highway too close,0
1070,16618,6,papua_new_guinea,Osmosis_Highway_VS_Building,2023-01-31 03:23:09+00:00,objects overlap,Power object intersecting building,0
1070,16618,7,papua_new_guinea,Osmosis_Highway_VS_Building,2023-01-31 03:23:09+00:00,objects overlap,Power object and highway too close,0
1100,16610,1100,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,unclosed area,Unclosed area,0
1110,16623,1,papua_new_guinea,Osmosis_Highway_Link,2023-01-31 03:23:09+00:00,bad *_link highway,Bad *_link highway,0
1110,16623,2,papua_new_guinea,Osmosis_Highway_Link,2023-01-31 03:23:09+00:00,bad *_link highway,Highway too long for a *_link,0
1110,16623,3,papua_new_guinea,Osmosis_Highway_Link,2023-01-31 03:23:09+00:00,bad *_link highway,Bad *_link highway,0
1120,16624,1,papua_new_guinea,Osmosis_Highway_Broken_Level_Continuity,2023-01-31 03:23:09+00:00,broken highway continuity,Broken highway level continuity,0
1120,16624,2,papua_new_guinea,Osmosis_Highway_Broken_Level_Continuity,2023-01-31 03:23:09+00:00,broken highway continuity,Broken highway level continuity,0
1140,16627,1,papua_new_guinea,Osmosis_Useless,2023-01-31 03:23:09+00:00,missing tag or role,Missing tag or role on node,0
1140,16627,3,papua_new_guinea,Osmosis_Useless,2023-01-31 03:23:09+00:00,missing tag or role,Missing tag or role on relation,0
1150,16626,1,papua_new_guinea,Osmosis_Polygon_Overlaps,2023-01-31 03:23:09+00:00,surface intersection,Area intersection `waterway`,0
1160,16625,1,papua_new_guinea,Osmosis_Relation_Large,2023-01-31 03:23:09+00:00,big relation,Large relation,0
1160,434285,2,papua_new_guinea,Osmosis_Relation_Cyclic,2023-01-31 03:23:09+00:00,big relation,Cyclic relation,0
1170,16610,11701,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multipolygon,Inadequate role for multipolygon,0
1170,16610,11703,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multipolygon,Missing outer role for multipolygon,0
1170,16628,3,papua_new_guinea,Osmosis_Relation_Multipolygon,2023-01-31 03:23:09+00:00,multipolygon,Inconsistent multipolygon member nature,0
1170,16628,4,papua_new_guinea,Osmosis_Relation_Multipolygon,2023-01-31 03:23:09+00:00,multipolygon,"Should be polygon, part of multipolygon or not having area tag",0
1170,420436,5,papua_new_guinea,Osmosis_Relation_Open,2023-01-31 03:23:09+00:00,multipolygon,Open relation type=multipolygon,0
1180,16633,1,papua_new_guinea,Osmosis_Cycleway_track,2023-01-31 03:23:09+00:00,double cycleway,"Duplicated cycle tracks, `highway=*`+`cycleway=track` and `highway=cycleway`",0
1190,16647,10,papua_new_guinea,Osmosis_Way_Approximate,2023-01-31 03:23:09+00:00,approximate way,Approximate geometry of railway,0
1210,16636,1,papua_new_guinea,Osmosis_Highway_DeadEnd,2023-01-31 03:23:09+00:00,not-connected highway/cycleway,Unconnected cycleway,0
1230,16642,2,papua_new_guinea,Osmosis_Duplicated_Geotag,2023-01-31 03:23:09+00:00,duplicate geometry,Duplicated way geometry but different tags,0
1230,16642,3,papua_new_guinea,Osmosis_Duplicated_Geotag,2023-01-31 03:23:09+00:00,duplicate geometry,Duplicated node geometry and tags,0
1230,16642,4,papua_new_guinea,Osmosis_Duplicated_Geotag,2023-01-31 03:23:09+00:00,duplicate geometry,Duplicated node geometry but different tags,0
1240,16610,12401,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,one-node way,Way with one node,0
1250,16645,1,papua_new_guinea,Osmosis_Highway_Bad_Intersection,2023-01-31 03:23:09+00:00,objects intersection,Intersection of unrelated highway and power objects,0
1260,24121,1,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,The track of this route contains gaps,0
1260,24121,2,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,The stop or platform is too far from the track of this route,0
1260,24121,3,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,Non route relation member in route_master relation,0
1260,24121,5,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,"network, operator, ref, colour tag should be the same on route and route_master relations",0
1260,24121,6,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,"The bus stop is part of a way, it should have public_transport=stop_position tag",0
1260,24121,7,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,The stop_position is not part of a way,0
1260,24121,8,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,"The platform is part of a way, it should have the role stop",0
1260,24121,9,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,The stop is not part of a way,0
1260,24121,10,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,Stop position without platform nor bus stop,0
1260,24121,11,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,The stops may not be in the right order,0
1260,24121,12,papua_new_guinea,Osmosis_Relation_Public_Transport,2023-01-31 03:23:09+00:00,public transport,The platform is not on the right side of the road,0
1290,16647,1,papua_new_guinea,Osmosis_Way_Approximate,2023-01-31 03:23:09+00:00,related objects,Camp pitches outside a camp site,0
1290,416695,1,papua_new_guinea,Osmosis_Camp_Pitch_Out_Of_Camp_Site,2023-01-31 03:23:09+00:00,related objects,Camp pitches outside a camp site,0
1300,16610,50,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,indoor,This indoor feature should be a closed and valid polygon,0
1300,16610,51,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,indoor,This indoor feature should have a level,0
1300,16610,52,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,indoor,This indoor shop should probably be inside a room,0
2010,16614,2,papua_new_guinea,Osmosis_Roundabout,2023-01-31 03:23:09+00:00,junction=roundabout,Roundabout without right of way,0
2030,16610,20301,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,oneway,Opposite cycleway without oneway,0
2030,16610,20302,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,oneway,Opposite or opposite lane in the same way of the oneway,0
2030,16612,2,papua_new_guinea,Osmosis_Roundabout_Level,2023-01-31 03:23:09+00:00,oneway,Missing oneway,0
2040,16610,707,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,source,Missing source tag,0
2060,16610,14,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,street numbers,Invalid tag on interpolation way,0
2060,16610,15,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,street numbers,Invalid addr:interpolation or addr:inclusion value,0
2060,16610,20601,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,street numbers,Misusing addr:interpolation in combination with other tags,0
2060,16622,2,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,No street role,0
2060,16622,3,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,street role is not a highway,0
2060,16622,4,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,Roleless member,0
2060,16622,5,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,Member without addr:housenumber nor addr:housename,0
2060,16622,6,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,Number twice in the street,0
2060,16622,7,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,Many street names,0
2060,16622,8,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,Many relations on one street,0
2060,16622,9,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,House too far away from street,0
2060,16622,18,papua_new_guinea,Osmosis_Relation_AssociatedStreet,2023-01-31 03:23:09+00:00,street numbers,Missing highway in associatedStreet relation,0
2060,414182,16,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,Interpolation on nodes of multiple street names,0
2060,414182,17,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,"Interpolation on nodes of multiple ""associatedStreet"" relations",0
2060,414182,100,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,"Interpolation on nodes without tag ""addr:housenumber""",0
2060,414182,101,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,"""addr:housenumber"" in multiple interpolations",0
2060,414182,102,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,Interpolation intersection,0
2060,414182,103,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,"Interpolation ends should have tag ""addr:housenumber""",0
2060,414182,104,papua_new_guinea,Osmosis_Addr_Interpolation,2023-01-31 03:23:09+00:00,street numbers,"Interpolation ends should have different tag ""addr:housenumber"" values",0
2080,16610,20800,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,highway,Tag highway missing on junction,0
2080,16610,20802,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,highway,Missing tag ref for emergency access point,0
2080,16610,20803,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,highway,Tag highway missing for tracktype or lanes,0
2080,16610,20805,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,highway,footway=sidewalk without highway=footway|construction,0
2080,16610,20806,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,highway,Missing tag carpool on area,0
2080,27811,20804,papua_new_guinea,Osmosis_Highway_Without_Ref,2023-01-31 03:23:09+00:00,highway,"Motorway without ref, nat_ref, int_ref or noref tag",0
2090,26903,1,papua_new_guinea,Osmosis_Highway_Traffic_Signals,2023-01-31 03:23:09+00:00,highway crossing,Possible crossing=traffic_signals,0
2090,26903,2,papua_new_guinea,Osmosis_Highway_Traffic_Signals,2023-01-31 03:23:09+00:00,highway crossing,Possible missing highway=traffic_signals nearby,0
2090,26903,3,papua_new_guinea,Osmosis_Highway_Traffic_Signals,2023-01-31 03:23:09+00:00,highway crossing,Possible missing traffic_signals:direction tag or crossing on traffic signals,0
2090,26903,4,papua_new_guinea,Osmosis_Highway_Traffic_Signals,2023-01-31 03:23:09+00:00,highway crossing,Possible missing direction tag on stop or a give way,0
2110,16610,21102,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,missing object kind,Missing relation type,0
2120,16610,21202,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,indoor,Indoor or building:part tag missing,0
2130,18177,1,papua_new_guinea,Osmosis_HighwayAreaAccess,2023-01-31 03:23:09+00:00,access,Inconsistent Access,0
2130,18177,2,papua_new_guinea,Osmosis_HighwayAreaAccess,2023-01-31 03:23:09+00:00,access,Inconsistent Access,0
2140,16610,21405,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,public_transport route,Missing from/to tag on a public_transport route relation,0
2140,16610,21412,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,public_transport route,Missing legacy tag on a public transport stop,0
2160,16610,21600,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,railways,Missing tag gauge on rail,0
3010,16612,1,papua_new_guinea,Osmosis_Roundabout_Level,2023-01-31 03:23:09+00:00,highway roundabout,Wrong highway on roundabout,0
3010,16612,4,papua_new_guinea,Osmosis_Roundabout_Level,2023-01-31 03:23:09+00:00,highway roundabout,Roundabout crossing,0
3020,16610,706,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,bad source tag,Illegal or incomplete source tag,0
3030,16610,195456021,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,ref,0
3030,16610,301849747,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,deprecated,0
3030,16610,397691480,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,deprecated,0
3030,16610,467520078,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,value,0
3030,16610,737787355,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,shop,0
3030,16610,837055326,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,tag,0
3030,16610,917452315,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,typo,0
3030,16610,1077081887,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,type-tag,0
3030,16610,1100242374,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,ref,0
3030,16610,1224396459,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,typo-tag,0
3030,16610,1258610297,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,typo,0
3030,16610,1398494170,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,name,0
3030,16610,1656641540,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,value,0
3030,16610,1662521253,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,tag,0
3030,16610,1764595341,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,shop,0
3030,16610,1995063959,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,name,0
3030,16610,2006017393,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,tagwatch cleaner,type-tag,0
3031,16610,30310,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Not a Wikipedia URL,0
3031,16610,30311,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Wikipedia URL instead of article title,0
3031,16610,30312,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Missing Wikipedia language before article title,0
3031,16610,30313,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Use human Wikipedia page title,0
3031,16610,30314,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Missing primary Wikipedia tag,0
3031,16610,30315,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Invalid wikipedia suffix,0
3031,16610,30317,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,Same wikipedia topic on other language,0
3031,16610,30318,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,wikipedia,"This wikidata value matches a chain store, it should be in a brand:wikidata tag.",0
3031,428391,1,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,Incorrect value for Wikidata-Tag,0
3031,428391,2,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,Wikidata item does not exist,0
3031,428391,5,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,Characteristics of the OSM tags and linked Wikidata item do not match,0
3031,428391,6,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,The secondary Wikidata tag and the linked Wikidata item do not match,0
3031,428391,7,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,The OSM object is linked to an unpermitted Wikidata item,0
3031,428391,8,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,Unpermitted link to an instance of living organism on Wikidata,0
3031,428391,9,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,The OSM object does not match the Wikidata item,0
3031,428391,10,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,Linked Wikidata item is replaced by other item,0
3031,428391,11,papua_new_guinea,Wikidata,2023-01-30 21:56:55+00:00,wikipedia,"Linked Wikidata item is dissolved, abolished or demolished",0
3032,16610,30320,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multiple tags,Watch multiple tags,0
3032,16610,30323,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multiple tags,Watch multiple tags,0
3032,16610,30327,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multiple tags,Waterway with level,0
3032,16610,30328,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multiple tags,highway=cycleway with cycleway=track,0
3032,16610,30329,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multiple tags,{{0.key}}={{0.value}} with {{1.key}}={{1.value}},0
3032,16610,303241,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,multiple tags,Discordant maxspeed and source:maxspeed or maxspeed:type,0
3040,16610,30401,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,incorrect tag,{{0.key}}={{0.value}} is invalid. Should look like 12345ABC,0
3040,16610,30402,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,incorrect tag,missing tag,0
3040,16610,30403,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,incorrect tag,missing tag,0
3040,16610,30405,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,incorrect tag,Transport mode in access value,0
3050,16610,3050,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,bad tag key,Bad key,0
3050,16610,30501,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,bad tag key,Bad key suffix,0
3060,16610,30601,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,similar values,Similar values,0
3080,16610,30801,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,swimming pool,Suspicious tag association - possible confusion between swimming_pool and sports_centre,0
3090,16610,3090,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,date,Bad date format,0
3091,16610,3093,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,numeric value,Suspicious value,0
3091,16610,3094,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,numeric value,Unknown unit,0
3091,16610,30912,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,numeric value,Invalid capacity value,0
3091,16610,30913,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,numeric value,Specific capacity is greater than total capacity,0
3093,16610,30931,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,URL,The URL contains a space,0
3093,16610,30932,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,URL,The URL does not have a valid scheme,0
3100,438741,1,papua_new_guinea,Osmosis_Polygon_Small,2023-01-31 03:23:09+00:00,small poly,Natural area very small,0
3100,438741,2,papua_new_guinea,Osmosis_Polygon_Small,2023-01-31 03:23:09+00:00,small poly,Landuse very small,0
3100,438741,4,papua_new_guinea,Osmosis_Polygon_Small,2023-01-31 03:23:09+00:00,small poly,Landuse very small,0
3160,16610,31600,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,"incorrect ""lanes""",Turn lanes merge_to_* need an aside lane on good side,0
3160,16610,31601,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,"incorrect ""lanes""",Bad lanes value,0
3160,16610,31603,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,"incorrect ""lanes""",Conflict between usage of *:lanes or *:lanes:(forward|backward|both_ways),0
3160,16610,31604,papua_new_guinea,Sax,2023-01-31 03:23:09+00:00,"incorrect ""lanes""",Conflict between lanes number,0
4061,3136,40610,philippines,Sax,2023-01-29 21:21:26+00:00,fixme review,Object needs review,150560
9002,3136,9002001,philippines,Sax,2023-01-29 21:21:26+00:00,deprecated,deprecated tagging,78889
4010,3136,40102,philippines,Sax,2023-01-29 21:21:26+00:00,disused,Deprecated value,32508
2060,3148,1,philippines,Osmosis_Relation_AssociatedStreet,2023-01-29 21:21:26+00:00,street numbers,"addr:housenumber or addr:housename without addr:street, addr:district, addr:neighbourhood, addr:quarter, addr:suburb, addr:place or addr:hamlet must be in a associatedStreet relation",27181
0,3142,1,philippines,Osmosis_Building_Overlaps,2023-01-29 21:21:26+00:00,overlapping building,Building intersection,25187
9001,3136,9001001,philippines,Sax,2023-01-29 21:21:26+00:00,combinations,missing tag,24068
0,3142,2,philippines,Osmosis_Building_Overlaps,2023-01-29 21:21:26+00:00,overlapping building,Large building intersection,15750
2060,3148,19,philippines,Osmosis_Relation_AssociatedStreet,2023-01-29 21:21:26+00:00,street numbers,"Tag ""addr:street"" not matching a street name around",14905
1140,3154,2,philippines,Osmosis_Useless,2023-01-29 21:21:26+00:00,missing tag or role,Missing tag or role on way,14135
5010,3136,50101,philippines,Sax,2023-01-29 21:21:26+00:00,orthograph,Name with only numbers,12812
9001,3136,9001002,philippines,Sax,2023-01-29 21:21:26+00:00,combinations,suspicious tag combination,12572
3130,3136,31301,philippines,Sax,2023-01-29 21:21:26+00:00,brand in name,"This name is very common, is this store part of the brand network?",11657
3200,3136,32002,philippines,Sax,2023-01-29 21:21:26+00:00,area,Untagged area object,10182
1210,32813,4,philippines,Osmosis_Highway_Floating_Islands,2023-01-29 21:21:26+00:00,not-connected highway/cycleway,Small highway group apart from the main network or with insufficient access upstream,8749
2060,3136,10,philippines,Sax,2023-01-29 21:21:26+00:00,street numbers,Invalid addr:housenumber value,8647
2110,3136,21101,philippines,Sax,2023-01-29 21:21:26+00:00,missing object kind,Untagged named object,8100
5010,3136,803,philippines,Sax,2023-01-29 21:21:26+00:00,orthograph,Name with uppercase,8030
1310,438564,1,philippines,Osmosis_Building_In_Polygon,2023-01-29 21:21:26+00:00,building landuse,Building on agricultural land,7807
1230,3169,5,philippines,Osmosis_Duplicated_Geotag,2023-01-29 21:21:26+00:00,duplicate geometry,Duplicated node without tag,7531
1070,3144,4,philippines,Osmosis_Highway_VS_Building,2023-01-29 21:21:26+00:00,objects overlap,Highway intersecting small water piece,7436
1070,3144,1,philippines,Osmosis_Highway_VS_Building,2023-01-29 21:21:26+00:00,objects overlap,Highway intersecting building,7307
0,3142,4,philippines,Osmosis_Building_Overlaps,2023-01-29 21:21:26+00:00,overlapping building,Gap between buildings,6384
3032,3136,303241,philippines,Sax,2023-01-29 21:21:26+00:00,multiple tags,Discordant maxspeed and source:maxspeed or maxspeed:type,6156
7040,3146,4,philippines,Osmosis_Powerline,2023-01-29 21:21:26+00:00,power lines,Non power node on power way,4677
1150,3153,3,philippines,Osmosis_Polygon_Overlaps,2023-01-29 21:21:26+00:00,surface intersection,Area intersection `landuse`,4329
4010,3136,4010,philippines,Sax,2023-01-29 21:21:26+00:00,disused,Deprecated tag,4025
1220,3168,3,philippines,Osmosis_Waterway,2023-01-29 21:21:26+00:00,waterway,Unconnected stream or wrong way flow,3858
3161,15332,2,philippines,Osmosis_Parking_highway,2023-01-29 21:21:26+00:00,parking lane,Missing access way to parking,3778
5060,3136,50601,philippines,Sax,2023-01-29 21:21:26+00:00,local language,Default and local language name not the same,3337
3161,3136,31615,philippines,Sax,2023-01-29 21:21:26+00:00,parking lane,Bad parking:lane:[side] value,3263
2020,3136,804,philippines,Sax,2023-01-29 21:21:26+00:00,elevation,Missing altitude,2956
7040,3146,1,philippines,Osmosis_Powerline,2023-01-29 21:21:26+00:00,power lines,Lone power tower or pole,2620
1190,33658,20,philippines,Osmosis_Way_Approximate,2023-01-29 21:21:26+00:00,approximate way,Approximate geometry of waterway,2452
1070,3144,5,philippines,Osmosis_Highway_VS_Building,2023-01-29 21:21:26+00:00,objects overlap,Highway intersecting large water piece,2380
3040,3136,3040,philippines,Sax,2023-01-29 21:21:26+00:00,incorrect tag,Bad tag value,1882
2120,3136,21201,philippines,Sax,2023-01-29 21:21:26+00:00,indoor,Level or repeat_on tag missing,1627
2140,3136,21411,philippines,Sax,2023-01-29 21:21:26+00:00,public_transport route,Missing public_transport tag on a public transport stop,1487
4030,3136,900,philippines,Sax,2023-01-29 21:21:26+00:00,incompatible tags,Tag conflict,1456
1250,15727,2,philippines,Osmosis_Highway_Bad_Intersection,2023-01-29 21:21:26+00:00,objects intersection,Intersection of unrelated highway and waterway objects,1421
1220,3168,2,philippines,Osmosis_Waterway,2023-01-29 21:21:26+00:00,waterway,Unconnected river or wrong way flow,1418
3240,30205,1,philippines,Osmosis_Relation_Route_Access,2023-01-29 21:21:26+00:00,route access mismatch,Way access mismatch relation route=bicycle,1367
9010,3136,9010001,philippines,Sax,2023-01-29 21:21:26+00:00,unnecessary,unnecessary tag,1361
